isim,enlem,boylam,osm_id
Özçınar Eczanesi,39.8759841,32.8343621,4389001797
Mayıs Eczanesi,39.8759338,32.8339453,4389001798
Yeni Sena Eczanesi,39.8755165,32.8351459,4389031691
Hattuşa Güliz Eczanesi,39.8749853,32.8346872,4389069489
Kıvılcım Eczanesi,39.8860848,32.8401264,4389122991
Bankalar Eczanesi,39.8850493,32.8394934,4389137491
Aygün Eczanesi,39.8815856,32.83976,4389137589
Farabi Eczanesi,39.8961109,32.858632,4395950420
Hüner Eczanesi,39.8922625,32.850899,4395955692
Çevre Eczanesi,39.8951831,32.8581971,4395955693
Senem Eczanesi,39.8938719,32.847006,4395990292
Dikmen Merkez Eczanesi,39.8753376,32.8411164,4407688291
Öz Derman Eczanesi,39.8754714,32.8410888,4407694590
Bilgesu Eczanesi,39.8747945,32.8397199,4407694591
Akcan Eczanesi,39.8726693,32.8573798,4411106204
Alper Armağan Eczanesi,39.872454,32.8569857,4411212691
Papatya Eczanesi,39.8724468,32.8568161,4411218389
Simkent Eczanesi,39.8852989,32.8862099,4411443327
Kırkonaklar Neşe Eczanesi,39.88607,32.8872214,4411487605
Gökşen Eczanesi,39.8774314,32.8789689,4412647495
Sinan Eczanesi,39.87882,32.8795824,4412647496
İlkem Eczanesi,39.8786015,32.8754046,4412681393
Buket Yazan Eczanesi,39.8818392,32.8818879,4412751000
Seltuğ Eczanesi,39.9378549,32.8979532,4417328226
Borahan Eczanesi,39.8835358,32.8750519,4417389208
Güldal Eczanesi,39.8838143,32.8750479,4417407600
Meral Eczanesi,39.8837021,32.8755025,4417417395
Zeynep Mine Eczanesi,39.8831116,32.8764497,4417419194
Özlem'in Eczanesi,39.8827905,32.8725058,4417427601
Sevin Eczanesi,39.8517726,32.8429101,4418872893
Elif Eslem Eczanesi,39.9039051,32.8089505,4436250428
Toprak Eczanesi,39.9601206,32.7910589,4444521189
Durum Eczanesi,39.9240795,32.8504635,4444527689
Atahan Eczanesi,39.9242645,32.8258364,4445036503
Uçak Eczanesi,39.9240707,32.8256893,4445038897
Etiler Eczanesi,39.949421,32.6648307,4446024695
Botanik Park Eczanesi,39.9861153,32.6912607,4446097597
Sevde Eczanesi,39.9691283,32.8409618,4446109890
Nane Limon Eczanesi,40.0071549,32.848531,4446109892
Uludağ Eczanesi,39.939635,32.8772512,4446158190
Alaçam Eczanesi,39.9016044,32.8530734,4446188589
Atlas Eczanesi,39.8860308,32.8391004,4446189989
Yunus Eczanesi,39.9251403,32.8593135,4448249491
Şevval Eczanesi,39.9105119,32.8841387,4448304490
Bestekar Eczanesi,39.9125507,32.8571033,4448304491
Akınsoy Eczanesi,39.9802627,32.8329661,4448308290
Kalender Eczanesi,39.9714599,32.873006,4449004589
Samet Eczanesi,39.9318105,32.8758787,4453656694
Bayburt Eczanesi,39.9968818,32.8631759,4453656695
Pınarsu Eczanesi,39.9852754,32.8821659,4453672591
Sever Eczanesi,39.9292459,32.8447008,4453696992
Tuğba Eczanesi,39.8695617,32.8678397,4453714191
Pınar Eczanesi,39.9641733,32.8008374,4453744489
Bilaloğlu Eczanesi,39.9840384,32.8455345,4456458091
Yeni Başkent Eczanesi,39.9405333,32.655521,4458182157
Başarı Eczanesi,39.9412207,32.6559216,4458182164
Taner Eczanesi,39.8861816,32.840361,4459064792
Duygum Eczanesi,39.9153568,32.8626287,4459121789
Gün Eczanesi,39.8849942,32.8198989,4467367589
Gerek Eczanesi,39.9137193,32.8559661,4467373689
Toker Eczanesi,39.9337867,32.8571959,4467373989
Gümüş Eczanesi,39.9824885,32.830925,4467374889
Ersoy Eczanesi,39.9437655,32.820805,4469791295
Güner Eczanesi,39.924441,32.8165162,4470129892
Kırmızı Eczanesi,39.8860363,32.8925538,4470385095
Aysen Eczanesi,39.9262151,32.8827272,4470412890
Yeni Etlik Eczanesi,39.9721952,32.8429198,4470412892
Mega Eczanesi,39.8889451,32.9318833,4470420289
Melek Cebeci Eczanesi,39.9886693,32.8105429,4470424689
Soydaş Eczanesi,39.8836598,32.8322017,4470427889
Vatan Eczanesi,39.9101703,32.7985883,4470940790
Eroğlu Eczanesi,39.9095916,32.8178923,4473848789
Ebruli Eczanesi,39.960708,32.7251387,4475492817
Tepe Eczanesi,39.9227954,32.8520179,4475663870
Eylül Eczanesi,39.9716073,32.6529037,4475663871
Demircioğlu Eczanesi,39.8913349,32.8349716,4475694100
Hekimköy Eczanesi,39.8908364,32.7107352,4475694101
Kevser Ergin Eczanesi,39.9686679,32.8390789,4475707299
Murat Eczanesi,39.9465045,32.6642525,4475736096
Yeni Oyak Eczanesi,39.8814205,32.8719091,4475736299
Bora Eczanesi,39.9420299,32.8554726,4475736300
Ruşen Eczanesi,39.9537171,32.7849907,4477339591
Şule Eczanesi,39.9971119,32.8631544,4477339592
Homurlu Eczanesi,39.8784799,32.8609221,4477350890
Yeni Eylül Eczanesi,39.9560204,32.8533912,4477350891
Demirtepe Eczanesi,39.9243345,32.8486928,4477383091
Asel Eczanesi,39.8733154,32.6975727,4477392193
Zencefil Eczanesi,39.9016162,32.8460755,4477394590
Meriç Eczanesi,39.9727638,32.8427613,4477395389
Kumsal Eczanesi,39.866445,32.8600377,4478339791
Berkem Eczanesi,39.9556668,32.8647959,4478339792
Koyunlu Eczanesi,39.9729681,32.8615773,4478346090
Cüceloğlu Eczanesi,39.9034567,32.868551,4478346890
Ferda Eczanesi,39.9639068,32.8146815,4478361891
Bilgi Eczanesi,39.8670853,32.8202015,4478427390
Sude Eczanesi,39.9336473,32.8579093,4478427490
Açelya Eczanesi,39.958717,32.7554694,4478427491
Türkyılmaz Eczanesi,39.9759609,32.8259146,4478427889
Sıhhat Eczanesi,40.0366919,32.8926909,4479936489
Hilalin Eczanesi,39.922746,32.822578,4481034704
Yeni Atalay Eczanesi,39.9101794,32.8144332,4481034705
Çalık Eczanesi,39.9694772,32.7823735,4481035291
Ardıç Eczanesi,39.9341821,32.8614914,4482523091
Gülsevin Eczanesi,39.9029779,32.8469813,4482545990
Yurdum Eczanesi,39.9856124,32.8311637,4482547990
Yaman Eczanesi,39.8969544,32.7048397,4482604190
Osman Coşkun Eczanesi,39.9251445,32.8322259,4483634291
Elifsu Eczanesi,39.9637259,32.7885514,4483645690
Safa Eczanesi,39.9107567,32.8104973,4483647789
Çankırı Eczanesi,39.9344885,32.8815678,4483973303
Hande Eczanesi,39.9177339,32.872282,4483973304
Övünç Eczanesi,39.8753648,32.8750902,4483983289
Hülyam Eczanesi,39.8748376,32.6871223,4484342890
Sizin Eczanesi,39.9368532,32.8695456,4484352189
Hatipoğlu Eczanesi,39.9262675,32.8223258,4485011893
Kumru Eczanesi,39.9685198,32.8398514,4485013496
Yaren Eczanesi,39.9625829,32.810626,4485020089
Nurefşan Eczanesi,39.9184303,32.8979695,4485020189
Akıncı Eczanesi,39.9697861,32.9271412,4485020190
Emel Eczanesi,39.9504443,32.7278852,4485020191
Şatır Eczanesi,39.8840472,32.8281458,4488969190
Yeni Hakan Eczanesi,39.9667552,32.8081216,4488969489
Gökçe Ceren Eczanesi,39.9632198,32.7885707,4488969689
Sevinç Eczanesi,39.9288757,32.8444433,4488969989
Erler Eczanesi,39.9983365,32.8646028,4488971189
Kafkaslar Eczanesi,40.0362266,32.8509758,4488971389
Meral Cevizci Eczanesi,39.9712871,32.6526648,4488971391
Altınışık Eczanesi,39.8763712,32.7110531,4488973889
Özel İlgi Eczanesi,39.9467102,32.6594353,4488974389
Şahintepe Eczanesi,39.9121021,32.9178104,4491011791
Beşparmak Eczanesi,39.9063993,32.8811019,4491011792
Kuzucu Eczanesi,39.9336046,32.8581141,4491011793
Bensu Eczanesi,39.8575995,32.8303616,4491011794
Şeyda Eczanesi,39.9655078,32.805637,4491012090
Apaydın Eczanesi,39.9432108,32.8182201,4491012693
Elmas Eczanesi,39.9785909,32.8388616,4491012694
Nokta Eczanesi,39.9613845,32.9357409,4491012695
Başak Olgun Eczanesi,39.9540936,32.7272607,4491057789
Meşrutiyet Eczanesi,39.9189856,32.8603328,4492899091
Çamlık Eczanesi,39.9635014,32.9191051,4492899092
Sander Eczanesi,39.9474704,32.6680994,4492899093
Mamak Gürpınar Eczanesi,39.9253762,32.9030456,4492899193
Ayşen Eczanesi,39.9110694,32.7597928,4492899391
Yeni Ayçin Eczanesi,39.9242885,32.8284756,4492899392
Güniz Eczanesi,39.9691941,32.8409779,4492899393
Yeni Aysun Eczanesi,40.0072731,32.8560605,4492901390
Ozanlar Eczanesi,39.9547539,32.737391,4492901391
Nalan Eczanesi,39.9651505,32.7924049,4492936689
Kaçkar Eczanesi,39.9369375,32.8735416,4492937089
Okan Eczanesi,39.9806029,32.8056457,4494836194
Elif Ulutaş Eczanesi,39.9094367,32.8112827,4494853600
Akgül Eczanesi,39.962254,32.6964498,4494866690
Saydan Eczanesi,39.8783697,32.8233715,4494882691
Tuzluçayır Eczanesi,39.925665,32.9038928,4494898889
Esen Eczanesi,39.971864,32.841416,4494898890
Şahika Eczanesi,39.9105066,32.867001,4494899089
Koza Sağlık Eczanesi,39.9341439,32.8371936,4494899090
Hayat Eczanesi,39.9412237,32.8580743,4494899091
Müge Deniz Eczanesi,39.9362933,32.8727992,4494899189
Has Eczanesi,40.0017801,32.8802465,4494899289
Balagat Merkez Eczanesi,39.8900959,32.8180851,4496388790
Metro Eczanesi,39.9654556,32.794797,4496388791
Feride Eczanesi,39.8989619,32.8681893,4496399789
Anıt Eczanesi,39.9215791,32.8441773,4496399889
Anafartalar Füsun Eczanesi,39.938919,32.8591421,4496399989
Oyman Eczanesi,39.9038356,32.8528751,4497195290
Kızılay Eczanesi,39.968576,32.8400277,4497199089
Ececan Eczanesi,39.8810747,32.858777,4499014493
Albayrak Eczanesi,39.9681581,32.6983595,4499014494
Beyzam Eczanesi,39.8838681,32.8198734,4499050592
Leman Eczanesi,39.9198605,32.8237782,4499066092
Sağlık Eczanesi,39.9247272,32.8566719,4499066191
Erguvan Eczanesi,39.888895,32.7035844,4499066192
Ulusu Eczanesi,39.9399033,32.8938817,4499066292
Güven Eczanesi,39.9823808,32.6506651,4499066294
Tuzluçayır Ocak Eczanesi,39.9276746,32.8964994,4499070690
Melek Eczanesi,39.9898106,32.8004706,4499074389
Çankaya Eczanesi,39.8990518,32.8490795,4499074390
Dolunay Eczanesi,39.965526,32.792863,4499074589
Mirgül Eczanesi,39.9433228,32.6633725,4499979178
Emirler Eczanesi,39.9423467,32.6629154,4499979186
Özgenin Eczanesi,39.9343669,32.6516193,4500072804
Servet Eczanesi,39.8812818,32.8147078,4501002892
Emek Eczanesi,39.9173342,32.8209249,4501186289
Gökşen Eczanesi,39.8803069,32.8809447,4501186589
Baştürk Eczanesi,39.9292294,32.8447652,4501186789
Ankara Dilek Eczanesi,39.9654638,32.7067704,4501840955
Gaziler Eczanesi,39.9315627,32.821099,4502725091
Cemre Eczanesi,39.963534,32.788431,4502725092
Uğrak Eczanesi,39.9280264,32.8524088,4502738190
Deva Eczanesi,39.898576,32.8678107,4502753389
Özercan Eczanesi,39.9444383,32.8217189,4506043489
Özdora Eczanesi,39.9253574,32.8293167,4506043789
Aslan Eczanesi,39.9301163,32.8783717,4506043790
Beysukent Eczanesi,39.8964091,32.7242592,4506803792
Övgü Eczanesi,39.8817264,32.83153,4511041491
Nagehan Eczanesi,39.9810953,32.8785178,4511052191
Feza Eczanesi,39.8905915,32.8162265,4511052390
Öz Filiz Eczanesi,39.9617453,32.8793422,4511052391
Koç Eczanesi,39.902313,32.695433,4511107891
Sun Eczanesi,39.9204725,32.8176754,4511109889
Mesa Ufuk Eczanesi,39.889444,32.8751959,4511109989
Yeni Bengü Eczanesi,39.8957795,32.8585853,4511110089
Mevlana Eczanesi,39.9302279,32.8735929,4511930490
Manolya Eczanesi,39.9237403,32.8304412,4511934493
Varol Eczanesi,39.9181696,32.8571727,4514668992
Gamze Doğan Eczanesi,39.9205326,32.9053148,4514699390
Rumeli Eczanesi,39.9363549,32.8842157,4514699391
Atasever Eczanesi,39.9298359,32.8682141,4514699890
Narçiçeği Eczanesi,39.9250048,32.8304032,4514710089
Kübra Eczanesi,39.9714501,32.7916163,4514710389
Zeytindalı Eczanesi,39.9701135,32.8969803,4514710391
Abbasoğlu Eczanesi,39.9694079,32.8413534,4514710689
Can Eczanesi,39.9028506,32.816813,4517774889
Turunç Eczanesi,39.9319629,32.8294015,4517774989
Yeni Bilir Eczanesi,39.9627503,32.788466,4517775089
Ali Rıza Eczanesi,39.9138791,32.9132814,4517775189
Barışcan Eczanesi,39.9054256,32.8681285,4517775289
Mimoza Eczanesi,39.9412737,32.8546243,4517775290
Bahar Eczanesi,39.8794692,32.6640054,4517775291
Nilgün Eczanesi,39.9183647,32.8597605,4517775389
Emek Şifa Eczanesi,39.9179818,32.8172135,4519270989
Kübra Eczanesi,39.9280917,32.911633,4519282791
Türkan Eczanesi,39.9672125,32.7878702,4519283990
Beyazgül Eczanesi,39.9082713,32.8681219,4519283991
Öz Vatan Eczanesi,39.9672387,32.7897035,4521302795
Zeliha Güven Eczanesi,39.9042185,32.7078339,4521409703
Aykut Eczanesi,39.9177335,32.8171331,4521410392
Yenişehir Eczanesi,39.9070945,32.8761363,4521411796
Yunus Emre Eczanesi,39.9790284,32.8468829,4521412494
Arda Sağlık Eczanesi,39.9201127,32.8867847,4521422897
Daldal Eczanesi,39.8911183,32.8077507,4523806792
Beştepe Şen Eczanesi,39.9237121,32.8053054,4523822891
Aynur Eczanesi,39.9624216,32.7918743,4523847290
Kule Eczanesi,39.912647,32.8043318,4525151894
Zaim Eczanesi,39.8642311,32.8584191,4525198450
Gülşehir Eczanesi,39.9718499,32.8419435,4526647390
Alibey Eczanesi,39.8887969,32.8186512,4526659490
Nefes Eczanesi,39.9276496,32.8968928,4526659491
Royal Eczanesi,39.931887,32.8231658,4526673889
Büyük Ünal Eczanesi,39.9233723,32.8574405,4526673890
Karşıyaka Eczanesi,39.9711592,32.7921349,4526674089
Çevik Eczanesi,39.8688203,32.8237379,4526750591
Göksu Eczanesi,39.9324294,32.8231232,4532555389
Tunalı Eczanesi,39.9096214,32.8617501,4532555390
Akgül Eczanesi,39.8971043,32.7986273,4532555489
Ata Eczanesi,39.9233732,32.8440717,4532555490
Nursu Eczanesi,39.9365955,32.8737202,4532555491
Burçak Eczanesi,39.9524675,32.867564,4534753492
Ulus Eczanesi,39.9422417,32.8495207,4534753797
Saray Eczanesi,39.9286738,32.8529339,4534755992
Alakuş Eczanesi,39.9732207,32.8307299,4534755993
Gerçeğin Eczanesi,39.8832865,32.8764819,4534787891
İkbal Eczanesi,39.9434302,32.8515623,4534789690
Sılam Eczanesi,39.9313122,32.8768434,4534810789
Kutlu Ozan Eczanesi,39.9112034,32.8980355,4535633191
Cankat Eczanesi,39.9063167,32.8626931,4535633193
Safirtepe Eczanesi,39.9077611,32.7560377,4535673599
Güneş Eczanesi,39.9319323,32.828631,4535726093
Aytaç Eczanesi,39.9320299,32.8435877,4535726094
Boncuk Eczanesi,39.9270872,32.8269343,4539977390
Keyif Eczanesi,39.9920261,32.8411308,4541614591
Fazilet Eczanesi,39.9213536,32.8587425,4541615390
Denizciler Eczanesi,39.9337185,32.8575316,4541684489
Müge Eczanesi,39.9344843,32.836779,4548867894
Yeni Betül Eczanesi,39.9722081,32.8073652,4548903290
Zehra Eczanesi,39.8765443,32.8603193,4548903291
Eceser Eczanesi,39.9240656,32.8560065,4548903292
Berk Eczanesi,39.9111682,32.8204322,4548909389
İlke Eczanesi,39.9165171,32.8183293,4551312290
Aşkın Eczanesi,39.8831264,32.8713962,4551312489
Çalışkan Eczanesi,39.9711921,32.7916574,4552570491
Kıvanç Eczanesi,39.9748098,32.8412515,4552582992
Galip Eczanesi,39.9715432,32.8752993,4552582993
Serim Eczanesi,40.0368329,32.8507737,4557115022
Elifçe Eczanesi,40.0340211,32.8549838,4557171359
Pektaş Eczanesi,39.9632887,32.788341,4561197371
Nergiz Eczanesi,39.965315,32.7833625,4564535091
Yurtseven Sami Eczanesi,39.9620249,32.7808009,4564687976
Subaşı Eczanesi,40.0366791,32.7669688,4577231450
Yeni Yakacık Eczanesi,40.0367007,32.7670252,4577231451
Kentpark Eczanesi,39.9106795,32.7771481,4583968391
Altınkan Eczanesi,39.9279981,32.8261763,4584008289
Saddık Eczanesi,39.998589,32.8543528,4584008490
Şener Eczanesi,39.9208513,32.8575731,4584008589
Erşen Eczanesi,39.933563,32.8602818,4584008689
Esengül Eczanesi,39.980187,32.8294782,4584008789
Setenay Eczanesi,39.9789822,32.8484139,4584008889
Duygu Eczanesi,39.9998417,32.8703296,4592030313
Cadde Park Eczanesi,39.86761,32.6782203,4592487808
Çayyolu Park Eczanesi,39.8696595,32.6797181,4592614441
Çayyolu Bora Eczanesi,39.8656587,32.6846827,4592615542
Nusret Eczanesi,39.9424849,32.815521,4608278409
Mithatpaşa Plus,39.9076222,32.8612742,4617717372
Akay Eczanesi,39.9134682,32.8568445,4621625636
Bilinmeyen Pharmacy,39.9216018,32.8548465,4621720987
Esin Kuranel Eczanesi,39.8932915,32.8760505,4624060631
Eversel,39.9108271,32.8596434,4626474016
Yeni Bahar,39.9051016,32.8596825,4626474031
Bilinmeyen Pharmacy,39.8721304,32.8606117,4627366919
Bilinmeyen Pharmacy,39.8722766,32.8598928,4627366928
Bilinmeyen Pharmacy,39.9234853,32.856619,4630875933
Yeni Melek Eczanesi,39.9298358,32.8149747,4658725662
Güleç Eczanesi,39.9293617,32.8151526,4658725669
İffet Eczanesi,39.9292691,32.8154477,4658725678
Atakule Eczane,39.8857859,32.8544587,4661050651
Sandalcı Eczanesi,39.9679042,32.8736958,4708330548
Atlantis Eczanesi,39.970262,32.7147058,4751791035
Erenin Eczanesi,40.0236554,32.9196572,4833030718
Karacaören Eczanesi,40.023359,32.9194842,4833030719
Ömür Serap Eczanesi,39.8752302,32.8795165,4930525023
Candoğan Eczanesi,39.9931789,32.691497,4964039128
Atasun Eczanesi,39.9932923,32.6915432,4967422589
Yeni Şeker Eczanesi,39.9667487,32.659879,5000992338
Cinnah Eczanesi,39.8967512,32.8574824,5227558787
Kayra Eczanesi,39.969824,32.8526188,5825822733
Eczane Mutlu,39.9769433,32.6903042,6221852421
Oran Gülcem Eczanesi,39.8530787,32.8498533,6285179801
Pervin Eczanesi,39.9673602,32.7306671,6313729516
Fidanboy Eczanesi,39.9701952,32.7262804,6315733073
Alpan Eczanesi,39.8732686,32.6890398,6556986429
Ayrancı Eczanesi,39.9060292,32.853072,6943887471
Mehmet Eczanesi,39.875429,32.8390176,7878347140
Dikmen Ömür Eczanesi,39.8822181,32.8392987,7878365670
Rüya Eczanesi,39.8690552,32.8404499,7878388689
Yeni İlker Eczanesi,39.8585324,32.8311114,7878414920
Gürbüz Eczanesi,39.8929809,32.8412368,7878463084
Yaveroğlu Eczanesi,39.8888976,32.84068,7878525737
Türkmen Eczanesi,39.936476,32.898426,7902597373
Kuzeykent Eczanesi,40.0125443,32.8937687,8215220289
Kuğulupark Eczanesi,39.8941149,32.8711024,8309368780
Beştepe Eczanesi,39.9231007,32.8058191,8338590164
Eczane Devran,39.9288517,32.8186717,8715786917
Yeşilbağ Eczanesi,39.8993307,32.7076589,8727308375
Bilinmeyen Pharmacy,39.925327,32.8481568,9289170002
Akay Beatekar,39.9132423,32.8565874,9350338110
Tohum,39.9123135,32.8580171,9350497213
Kardelen,39.9125764,32.858279,9350511842
Uğrak,39.9221757,32.8576485,9392984453
Hürriyet,39.9103172,32.8616918,9392993241
Ulaş Eczanesi,39.9559246,32.832709,9415338483
Begümhan Eczanesi,39.9575345,32.833709,9415338509
Mert Yaşam Eczanesi,39.8582628,32.6527699,9817709716
Ayfer Eczanesi,39.877299,32.8431969,9844130491
Elçim Eczanesi,39.8766943,32.8447395,9846219924
Aker Eczanesi,39.891741,32.7232118,9918517517
Ozan Eczanesi,39.8916987,32.7014344,10052162424
Ümitköy Merkez Eczanesi,39.894034,32.7013307,10064148373
Tokgöz Eczanesi,39.9725036,32.7099718,10075013593
Pharmast İlaç ve Sağlık Ürünleri,39.8788464,32.652541,10292006240
Pharmaser,39.8790916,32.6529158,10292006242
Eczane Temel,39.8554725,32.66182,10298158533
Eczane Bülent,39.8565805,32.6515793,10302856042
Gökmen Eczanesi,39.8754338,32.6743252,10307587453
Özsan Eczanesi,39.8606998,32.7404453,10556415113
Didim Eczanesi,39.8592988,32.713401,10556415114
Beysupark Eczanesi,39.8769844,32.7053748,10556415115
Bülent Eczanesi,39.8567244,32.6512381,10556415118
Teknokent Eczanesi,39.8625388,32.7359204,10556415210
Ankuva Eczanesi,39.8834909,32.7563502,10556415211
Platin Eczanesi,39.8628755,32.7139331,10556415212
Organik Eczanesi,39.8671844,32.7093343,10556415213
Park Yıldız Eczanesi,39.8648134,32.652962,10556415214
Özek Eczanesi,39.8619905,32.711817,10556415310
Beytepe Eczanesi,39.8548696,32.7338016,10556415410
Bilkent Alp Eczanesi,39.8519761,32.7574971,10556415411
Beril Bulut Eczanesi,39.8563,32.7125736,10556415413
Mehtap Uysal Eczanesi,39.8707708,32.7045721,10556415414
Vitrin Eczanesi,39.8736809,32.6980033,10556415415
Temel Eczanesi,39.8555091,32.6618138,10556415419
Yeşil Eczanesi,39.8734772,32.6631715,10556415420
Anavrin Eczanesi,39.9003348,32.6927797,10556723410
Yeni Gordion Eczanesi,39.8997467,32.6916589,10556723411
Koru Eczanesi,39.8935572,32.6793556,10556723412
Deniz Kuzudişli Eczanesi,39.8598511,32.6774848,10556723512
Derin Eczanesi,39.8611981,32.6812964,10556723513
Yalçın Eroğlu Eczanesi,39.8691833,32.6851226,10556723514
Park Dilek Eczanesi,39.8715847,32.6814957,10556723515
Merve Baysal Eczanesi,39.8854212,32.6983218,10556723516
Ümitköy Eczanesi,39.8866597,32.6982146,10556723517
Çayyolu Eczanesi,39.8864954,32.6969992,10556723518
Seferoğlu Eczanesi,39.8906578,32.7090314,10556723519
Mutlukent Eczanesi,39.8831743,32.7137476,10556723520
Ankara Eczanesi,39.8872975,32.7172407,10556723521
Altınışık Eczanesi,39.8788242,32.7190218,10556723522
Arifoğlu Eczanesi,39.8987992,32.7062203,10556723523
Ege Sena Eczanesi,39.9027167,32.701564,10556723524
Taşkan Eczanesi,39.89745,32.6915102,10556723525
Çağlayan Eczanesi,39.890426,32.6812331,10556723526
Çayyolu Kuzucu Eczanesi,39.8817396,32.6828001,10556723527
Odef Eczanesi,39.8830737,32.686256,10556723528
Cadde Çayyolu Eczanesi,39.8820751,32.6863388,10556723529
Rana Eczanesi,39.8862159,32.6644093,10556723530
Tutkun Eczanesi,39.8596833,32.6767584,10556727010
Pınar Kaynar Eczanesi,39.8701292,32.6862007,10556727011
Mavi Güneş Eczanesi,39.8736888,32.6885644,10556727012
Santra Eczanesi,39.8848317,32.7006335,10556727013
Çavdar Eczanesi,39.8856092,32.6984597,10556727014
Sonat Eczanesi,39.8965359,32.7085437,10556727015
Torun Eczanesi,39.8641114,32.6826749,10556727109
Alper Yüce Eczanesi,39.8856135,32.7156024,10556727110
Asmabahçe Eczanesi,39.8862866,32.6826736,10556727111
Özleyen Eczanesi,39.8861649,32.6828548,10556727112
Mir Eczanesi,39.8652355,32.6834876,10556727209
Maya Eczanesi,39.8871832,32.6947643,10556727210
Galleria Eczanesi,39.8954531,32.7040187,10556727211
Arısoy Eczanesi,39.8500227,32.8354809,10561268510
Viola Eczanesi,39.8551138,32.8444712,10561268511
Seren Eczanesi,39.8505435,32.8458753,10561268613
Gündoğan Eczanesi,39.8535022,32.8475794,10561268614
Okur Eczanesi,39.8665864,32.8194755,10565933311
Mineral Eczanesi,39.8702808,32.8125312,10565933312
Cadde Cevizlidere Eczanesi,39.8825004,32.8175655,10565933313
Hacer Eczanesi,39.8834737,32.818269,10565933314
Çalış Eczanesi,39.8852644,32.8177613,10565933315
Yumlu Eczanesi,39.8670577,32.8190245,10565959009
Cadde Dikmen Eczanesi,39.8667942,32.8209718,10565959010
Anadolu Eczanesi,39.8670536,32.8222189,10565959011
Yeni Ata Eczanesi,39.8729975,32.8270399,10565959012
Taşkent Eczanesi,39.8748936,32.8169385,10565959013
Öveçler Şifa Eczanesi,39.8772632,32.8261939,10565959014
Cevizlidere Eczanesi,39.8815991,32.8150365,10565959015
Gonca Eczanesi,39.8822417,32.8192411,10565959016
Lalem Eczanesi,39.8836133,32.8203748,10565959017
Cevizlidere Huzur Eczanesi,39.8842535,32.8200375,10565959018
Burcu Demircioğlu Eczanesi,39.8666148,32.8206182,10565959209
Sim Eczanesi,39.869809,32.8263139,10565959210
