isim,enlem,boylam,osm_id
Öveçler Eczanesi,39.8772035,32.8228861,10565959211
Halide Eczanesi,39.885034,32.8201611,10565959212
Yağız Eczanesi,39.87835,32.8230534,10565959309
Yeni Nisan Eczanesi,39.8802853,32.8164445,10565959310
Mega Eczanesi,39.8878964,32.935033,10568386410
Mamak Elit Eczanesi,39.8918887,32.9303779,10568393309
Portakal Eczanesi,39.8942938,32.927232,10568393409
Ufuk Eczanesi,39.8964375,32.9278119,10568393410
Ayda Eczanesi,39.89876,32.9271039,10568393411
Yapraközü Ege Eczanesi,39.8987098,32.9289437,10568393509
Fikret Acar Eczanesi,39.8802726,32.8859652,10569422809
Ersöz Eczanesi,39.8814161,32.8873197,10569422810
Birlik Eczanesi,39.8792157,32.8750956,10569422910
Özervarlı Eczanesi,39.8689206,32.8636432,10569422911
Burakcan Eczanesi,39.8832296,32.8852704,10569423009
Ecem Eczanesi,39.8666714,32.8624231,10569423010
Yeni Çınar Eczanesi,39.8764026,32.8640348,10569423011
Can Ece Eczanesi,39.8770116,32.8643839,10569423012
Kişioğlu Eczanesi,39.878794,32.8807357,10569423109
Tezel Eczanesi,39.8794911,32.87897,10569423110
365 Eczanesi,39.8759633,32.8700682,10569423111
Mimoza Eczanesi,39.8732697,32.8640669,10569423112
Dündar Eczanesi,39.9423401,32.903213,10572438612
Durum Eczanesi,39.9374248,32.9192705,10572440913
Hayat Eczanesi,39.9380888,32.9154545,10572440914
Tuğçem Eczanesi,39.9283703,32.90109,10572440915
Deniz Eczanesi,39.9224388,32.9139534,10572440916
Ümran Eczanesi,39.9222043,32.914,10572440917
Sudem Eczanesi,39.9399422,32.921299,10572462009
Kaya Eczanesi,39.9395902,32.9210653,10572462109
Sena Eczanesi,39.9362133,32.9090752,10572462110
Mamak Eczanesi,39.9291049,32.9107757,10572462111
Limon Eczanesi,39.922119,32.9140352,10572462112
Nefise Eczanesi,39.9330034,32.908944,10572462209
Anadolu Mamak Eczanesi,39.9316553,32.9140006,10572462309
Ayşenur Eczanesi,40.0456151,32.9040502,10574485510
Pursaklar Hülya Eczanesi,40.0450234,32.8972808,10574485511
Öznur Eczanesi,40.0481406,32.8829385,10574485512
Devrez Eczanesi,40.0386706,32.8960246,10574485513
Mortaş Eczanesi,40.0353388,32.9006938,10574485514
Yeni Güneş Eczanesi,40.0347238,32.9003552,10574485515
Güner Eczanesi,40.0454884,32.9128485,10574487012
Pursaklar Meydan Eczanesi,40.048132,32.8934436,10574487013
Havan Eczanesi,40.048589,32.8959033,10574498210
Şifadar Eczanesi,40.0481854,32.8935502,10574498211
Pursaklar Eczanesi,40.0341181,32.9015405,10574498212
Gürkan Eczanesi,40.0482999,32.8937112,10574498310
Hızır Fazıl Eczanesi,40.0336506,32.9011315,10574498311
Tevfik Eczanesi,40.0444823,32.9089198,10574498510
Beyza Uzun Eczanesi,40.047927,32.893181,10574498511
Alper Bekar Eczanesi,40.033566,32.90033,10574498512
Yeni Damla Eczanesi,40.0444694,32.9039293,10574498609
Tebessüm Eczanesi,40.0387276,32.903263,10574498610
Uygur Ata Eczanesi,40.0478792,32.8929282,10574498612
Melom Eczanesi,40.0480453,32.8933374,10574498613
Büyük Anadolu Eczanesi,40.0370579,32.8976103,10574498614
Adanan Eczanesi,40.0482453,32.8936323,10574498709
Yeni Coşkun Eczanesi,40.0267214,32.8884979,10575992441
Canım Ailem Eczanesi,40.0337447,32.8910287,10575992442
İhsan Eczanesi,40.0193446,32.8562365,10575992443
Mimar Sinan Eczanesi,40.0307564,32.8836046,10575992541
Bağlum Eczanesi,40.0499826,32.8415688,10575992542
Fatih Alkan Eczanesi,40.0338368,32.8912044,10575992641
Güleryüz Eczanesi,40.036857,32.892736,10575992642
Mehtap Akın Eczanesi,40.0339535,32.8914281,10575992741
Farabi Eczanesi,40.0367812,32.8926956,10575992742
Çalıkuşu Eczanesi,40.0497125,32.8428322,10575992744
Yeni Mine Eczanesi,40.0486859,32.8458998,10575992745
Cevşen Eczanesi,40.0386,32.8469248,10575992746
Nimet Eczanesi,40.0380162,32.8486483,10575992747
Feyza Eczanesi,40.0190215,32.8557356,10575992748
Zambak Eczanesi,39.9834627,32.7492055,10578174742
Nilsu Eczanesi,39.9804784,32.7501481,10578174743
İvedik Bulvar Eczanesi,39.9912057,32.7466164,10578174744
Ofim Eczanesi,39.9728115,32.7459915,10578174745
Başaran Eczanesi,39.95518,32.7415821,10578174746
Fora Eczanesi,39.9931861,32.7579958,10578185641
Batı Alp Eczanesi,39.9614105,32.7403508,10578185642
Büşra Eczanesi,39.9863606,32.7616636,10578185741
Seval Eczanesi,39.9912148,32.7487297,10578185941
Emrehan Eczanesi,39.9951978,32.7959997,10580765841
Figen Eczanesi,39.9907078,32.798433,10580765842
Gizem Eczanesi,39.9804115,32.8056244,10580765843
Çağda Gizem Eczanesi,39.9839953,32.8085818,10580765844
Aksu Eczanesi,39.9880074,32.8114666,10580765845
Yürekli Eczanesi,39.9936013,32.796474,10580765941
İpek Yol Eczanesi,39.9900529,32.7974843,10580765942
Yazgan Eczanesi,39.9835457,32.7967696,10580765943
Sarıkaya Eczanesi,39.9821626,32.8052069,10580765944
Ulutaş Eczanesi,39.9943501,32.8136888,10580765945
Gençaslan Eczanesi,39.9985689,32.8089638,10580765946
Yükseltepe Eczanesi,39.9991302,32.809935,10580765947
Şenyuvam Eczanesi,39.9986866,32.8093351,10580765948
Özmen Eczanesi,39.9901996,32.7980773,10580766041
Feyza Eczanesi,39.9838269,32.8002583,10580766042
Merkez Eczanesi,39.9820672,32.8030788,10580766043
Funda Figen Eczanesi,39.9990118,32.8096647,10580766044
Enise Eczanesi,39.9854285,32.7992915,10580766141
Çamlıdere Eczanesi,39.9814727,32.8056702,10580766241
Balım Eczanesi,39.9836705,32.8079037,10580766341
Alptuğ Eczanesi,39.9946034,32.8099921,10580766441
Çağla Eczanesi,39.9951607,32.6928023,10583155405
Funda İpek Eczanesi,39.995783,32.6973262,10583155406
Arkadaş Eczanesi,39.9875186,32.6960497,10583155407
Çakırlar Merkez Eczanesi,39.9857701,32.6951038,10583155408
Pelinsu Eczanesi,39.9841646,32.6957141,10583155409
Polen Eczanesi,39.9824403,32.6940662,10583155410
Yeni Nil Eczanesi,39.9946157,32.7014982,10583155411
Büyük Eczanesi,39.9892791,32.7075346,10583155412
Çakırlar Eczanesi,39.9894609,32.7090675,10583155413
Gaye Eczanesi,39.9894743,32.7094262,10583155414
Yiğitler Eczanesi,39.9941536,32.7063884,10583155505
Akkent Eczanesi,39.9908374,32.7084993,10583155605
Melihan Eczanesi,39.9444515,32.8258734,10585757014
Gazi Eczanesi,39.9426324,32.8138172,10585757016
Yenimahalle Yılmaz Eczanesi,39.9583333,32.8175098,10585757018
Nesli Eczanesi,39.9647501,32.8136762,10585757019
Gülcan Eczanesi,39.965725,32.8109676,10585757025
Yenimahalle Merkez Eczanesi,39.9660074,32.810775,10585757027
Firdevs Eczanesi,39.9651328,32.8086108,10585757031
Şahin Eczanesi,39.9657453,32.8088814,10585757032
Avşar Eczanesi,39.9665902,32.8090627,10585757033
Ankamall Eczanesi,39.9520834,32.8319238,10585757310
Yöre Eczanesi,39.9424867,32.8131854,10585757313
Mehmet Özer Eczanesi,39.9660032,32.8124214,10585757314
Merih Eczanesi,39.9425299,32.8133649,10585757508
Ayça Pekin Eczanesi,39.966037,32.8105087,10585757514
Yeni Derman Eczanesi,39.9659813,32.8081225,10585757516
Dilara Işık Eczanesi,39.9621791,32.8156477,10585757607
Akşit Eczanesi,39.9653666,32.8118264,10585757805
Meşe Eczanesi,39.9633159,32.8084581,10585757806
Çetin Eczanesi,39.9166902,32.8188665,10595464105
Ertaş Eczanesi,39.9182893,32.8168015,10595464106
Kutay Eczanesi,39.9177795,32.8184659,10595464205
Yalçın Eczanesi,39.9194154,32.8176166,10595464206
Canhan Eczanesi,39.9195978,32.817618,10595464207
Vita Eczanesi,39.9218833,32.8176256,10595464208
Nihan Eczanesi,39.9244006,32.8156731,10595464209
Emek Sağlık Eczanesi,39.9242399,32.815599,10595464210
Volkan Eczanesi,39.9229822,32.8177607,10595464305
Maidan Kuzucu Eczanesi,39.9092949,32.7640946,10606003105
Beyza Eczanesi,39.9106037,32.7664609,10606003205
Serenay Eczanesi,39.9126719,32.7675177,10606003305
Mustafa Kemal Eczanesi,39.9128964,32.7698596,10606003405
Gala Cadde Eczanesi,39.9597839,32.7133623,10725705096
Çiğiltepe Eczanesi,39.954942,32.9149391,10744756305
Pandora Eczanesi,39.9512798,32.896956,10744756306
Yeni Akın Eczanesi,39.956387,32.8984733,10744756307
Uğur Eczanesi,39.9604139,32.9287125,10744756308
Zeynep Özoğlu Eczanesi,39.9670648,32.943707,10744756309
Ahsen Eczanesi,39.9687624,32.9420678,10744756310
Engin Eczanesi,39.952913,32.9023635,10744756405
Sözen Eczanesi,39.9612405,32.9053711,10744756406
Ulubey Eczanesi,39.9612153,32.9076283,10744756407
Ataman Eczanesi,39.9615478,32.9178765,10744756408
Gülpınar Eczanesi,39.9642204,32.9438514,10744756409
Burak Eczanesi,39.9462638,32.8983492,10744756505
Rabia Ay Eczanesi,39.96906,32.9031731,10744756605
Leyla Eczanesi,39.9607493,32.9360303,10744756606
Günay Eczanesi,39.9616946,32.9368671,10744756607
Okyanus Eczanesi,39.9669308,32.9436919,10744756608
Görkem Eczanesi,39.961623,32.9185006,10744756705
Halep Eczanesi,39.9615068,32.9245896,10744756706
Karapürçek Esentepe Eczanesi,39.9646527,32.9430198,10744756707
Okuyan Eczanesi,39.9656635,32.9475557,10744756708
Dilara Eczanesi,39.8923179,32.8753239,10751377105
Koçyiğit Eczanesi,39.8917488,32.8710634,10751377106
Nenehatun Eczanesi,39.9021252,32.8673191,10751377107
Dayıoğlu Eczanesi,39.9026064,32.8771651,10751377108
Seher Eczanesi,39.8935137,32.8769007,10751377205
Ebruli Eczanesi,39.9039601,32.8656886,10751377206
Yeni Martı Eczanesi,39.8978662,32.8687512,10751377305
Sevil Eczanesi,39.8972449,32.8658099,10751377306
Karum Eczanesi,39.9004065,32.8627191,10751377405
Asal Eczanesi,39.8995612,32.875277,10751377406
Oraklı Eczanesi,39.904068,32.8686083,10751377505
Yeni Engürü Eczanesi,39.9024237,32.872687,10751377605
Bereket Eczanesi,39.9555752,32.79998,10758634505
Nazenin Eczanesi,39.9622456,32.7822498,10892777199
Bilinmeyen Pharmacy,39.9585459,32.7902307,10892777241
Bilinmeyen Pharmacy,39.9584449,32.7901988,10892777242
Lütuf Eczanesi,39.9733386,32.8155485,11005674905
Alkara Eczanesi,39.9729747,32.8174069,11005675205
Yeni Kardeşler Eczanesi,39.9741836,32.8173915,11005675206
Mavi Düş Eczanesi,39.9019077,32.8128389,11148849005
Yeniçukurambar Eczanesi,39.9013154,32.8124749,11148851105
Lavanta Eczanesi,39.898609,32.8122152,11148851106
Ülgen Eczanesi,39.898988,32.8176315,11148854905
Çukurambar Eczanesi,39.9009175,32.8198795,11148854906
Gençtoy Eczanesi,39.9034213,32.8179197,11148857107
Yeni Balgat Eser Eczanesi,39.9044091,32.8169667,11148858006
Balgat Hakan Eczanesi,39.9034498,32.8163484,11148861105
Sevilay Eczanesi,39.9040704,32.8148649,11148861106
Eczane Tutkun,39.8536125,32.6559625,11169230804
Bülbül Eczane,39.8758632,32.8350572,11203819559
Günebakan Eczane,39.8762579,32.8354172,11203819563
Olcay Eczanesi,39.8778281,32.8368747,11206702670
Arda Erman Eczanesi,39.9220278,32.8311372,11462344569
Azim Eczanesi,39.9210187,32.8292009,11462344570
Özgür Eczanesi,39.9229101,32.8283754,11462344669
Ergen Eczanesi,39.9243332,32.8422999,11462373169
Bihter Eczanesi,39.9250556,32.8317588,11462374669
Şube Eczanesi,39.9288275,32.8288681,11462577378
Belit Eczanesi,39.9252453,32.8298184,11462577379
Lila Eczanesi,39.9256411,32.8302032,11462577572
Nur Gündüz Eczanesi,39.9263076,32.8299957,11462577573
Hazar Eczanesi,39.9246312,32.8305555,11462577574
Hayat Ağacı Eczanesi,39.9267051,32.8295895,11462577683
Filiz Eczanesi,39.9232479,32.824677,11462577684
Aytaç Eczanesi,39.9195512,32.8270086,11462577685
Laçin Eczanesi,39.9175411,32.8252915,11462577686
Başkent Gözde Eczanesi,39.9269959,32.8314411,11462577775
Birsenin Eczanesi,39.9232047,32.8226541,11462577777
Bahçelievler Eczanesi,39.9290344,32.8262205,11462590369
Kadıoğlu Eczanesi,39.9270112,32.8297835,11462590370
Baraj Eczanesi,39.9505571,32.8817137,11465769169
Sinem Eczanesi,39.9444411,32.8929136,11465769269
İmece Eczanesi,39.935808,32.8898586,11465769270
Burcu Eczanesi,39.9272999,32.8693305,11465769369
Erol Eczanesi,39.9752041,32.78138,11490991170
Nakipoğlu Eczanesi,39.9727623,32.7789855,11490991171
Özevler Eczanesi,39.9718871,32.781193,11490991172
Süleyman Eczanesi,39.9712195,32.7838811,11490991173
Mert Eczanesi,39.9732659,32.7825978,11490991269
Erk Eczanesi,39.9733521,32.7827483,11490991369
Onur Erol Eczanesi,39.9697822,32.7809918,11490991370
Yeni Gizem Eczanesi,39.9706723,32.7796348,11490991371
Talip Eczanesi,39.9707082,32.7793697,11490991372
Sevgin Eczanesi,39.9707328,32.7792912,11490991373
Candan Eczanesi,39.9707012,32.7794708,11490991469
Yeni Yenen Eczanesi,39.968191,32.7844531,11491009269
Lokman Hekim Eczanesi,39.9671859,32.7836595,11491009369
Antakya Eczanesi,39.9637553,32.7828483,11491009469
Onur Eczanesi,39.9576822,32.766743,11491009470
Demetevler Eczanesi,39.9632351,32.7805395,11491009569
Rabia Tuğba Eczanesi,39.9666298,32.7730371,11491009570
Arel Eczanesi,39.9624866,32.772861,11491009571
Günhan Eczanesi,39.9606664,32.7682601,11491009572
Podium Eczanesi,39.9628192,32.768137,11491009669
Ağaoğlu Eczanesi,39.9756083,32.867387,11592686121
Dilek Bahar Eczanesi,40.0004614,32.8722232,11733156669
Burcu Emre Eczanesi,39.9959514,32.8651739,11733156670
Ayhanlar Eczanesi,39.9974607,32.8620318,11733156671
Kısmet Eczanesi,40.0006566,32.8723656,11733156769
Güneşin Eczanesi,40.0012648,32.8708443,11733156869
Şanlı Eczanesi,39.9970119,32.8737352,11733156870
Yeni Banu Eczanesi,39.9996076,32.8583007,11733156871
Yeni Sabah Eczanesi,39.9970321,32.8617311,11733156969
İbrahimin Eczanesi,39.9996945,32.861723,11733156970
Etiler Eczanesi,39.949937,32.662731,11885741769
Antakya Sevinç Eczanesi,39.9481923,32.6653821,11885741770
Ankara Ayyıldız Eczanesi,39.9470039,32.6679904,11885741771
Bizim Eczanesi,39.9472698,32.6680377,11885741772
Onur Eczanesi,39.9481324,32.662069,11885741869
Yeniay Eczanesi,39.9461577,32.6677826,11885741870
Küçük Deniz Eczanesi,39.9471092,32.6627377,11885741969
Demir Eczanesi,39.9462357,32.6678181,11885742069
Elvan Eczanesi,39.9469081,32.6676186,11885742070
Şifa Eczanesi,39.9468965,32.6679524,11885742169
Nisan Bir Eczanesi,39.9552619,32.7214244,11888368769
Erval Eczanesi,39.9553061,32.7212959,11888368869
Elif Aydın Eczanesi,39.9606532,32.716077,11888368870
Yeni Nefes Eczanesi,39.9667001,32.719004,11888368871
Meydan Batıkent Eczanesi,39.9688302,32.7175815,11888368872
Nalan Semizler Eczanesi,39.9762651,32.7180006,11888368873
Şans Eczanesi,39.9784536,32.7081324,11888368874
Gönül Eczanesi,39.9731224,32.6996324,11888368875
Kentkoop Büşra Eczanesi,39.9609646,32.7152724,11888368969
Özgem Eczanesi,39.9648495,32.7184797,11888369069
Funda Eczanesi,39.9674395,32.7161646,11888369070
Gümüşler Eczanesi,39.9729727,32.7164556,11888369071
Pamuk Eczanesi,39.9704838,32.7081983,11888369072
Uygun Eczanesi,39.9671823,32.714374,11888369169
Yurtseven Sena Eczanesi,39.9784459,32.7087455,11888369170
Pehlivan Eczanesi,39.9618604,32.7014771,11888369171
Altınok Eczanesi,39.9858281,32.8647272,11893009169
Rüzgar Eczanesi,39.9819456,32.859542,11893009170
Günerdem Eczanesi,39.9854614,32.8635863,11893009269
Eser Eczanesi,39.9907508,32.8659006,11893009270
Yurtseven Meryem Eczanesi,39.9884182,32.861671,11893009369
Salih Eczanesi,39.9870666,32.8656014,11893009370
Demircan Eczanesi,39.9891214,32.866322,11893009371
Berna Eczanesi,39.9826814,32.8566035,11893009372
Yeni Altınışık Eczanesi,39.9876744,32.8660449,11893009469
Altuğ Eczanesi,39.9880346,32.8661388,11893009869
Fatih Eczanesi,39.9901378,32.8663616,11893009969
Derman Eczanesi,39.9357674,32.86392,11898140270
Öktem Eczanesi,39.9334888,32.8656813,11898142269
Atanur Eczanesi,39.9322294,32.8657259,11898142469
Dora Eczanesi,39.9333034,32.8673245,11898143069
Selda Eczanesi,39.9256613,32.8974956,11900191969
Güneş Eczanesi,39.9152817,32.9033315,11900192869
Çiçek Eczanesi,39.9143261,32.9041575,11900197169
Öz Özlem Eczanesi,39.919426,32.901179,11900200269
Soydan Eczanesi,39.8956918,32.8111054,11903072369
Sevinç Eczanesi,39.8956452,32.8168393,11903072869
Gökbala Eczanesi,39.8948589,32.8170562,11903072870
Müge Eczanesi,39.8987087,32.8186182,11903073269
Elifin Eczanesi,39.8801281,32.8385932,11909068969
Arzum Eczanesi,39.8809722,32.8389407,11909069169
Tural Eczanesi,39.9001037,32.8492533,11918453969
Yeni Buket Eczanesi,39.8976447,32.8507306,11918456569
Zengin Eczanesi,39.9703839,32.6589196,11919171470
Bahçen Eryaman Eczanesi,39.9694106,32.6527935,11919171869
Karanfil Eczanesi,39.9717965,32.730266,11924628870
Filizsu Eczanesi,39.9672383,32.7226346,11924641869
Batıkent Metro Eczanesi,39.9681273,32.7259601,11924641969
Kağan Eczanesi,39.9697328,32.7249073,11924641970
Asrın Eczanesi,39.9655017,32.72975,11924642069
Büyük Merkez Eczanesi,39.9764546,32.7271072,11924642169
Vera Eczanesi,39.9581213,32.7096973,11929943869
Susam Eczanesi,39.9557984,32.707411,11929943870
Ergazi Eczanesi,39.953542,32.712805,11929944969
Yurtseven Fatih Eczanesi,39.9678025,32.7905369,11932945769
Önder Eczanesi,39.9673416,32.7922325,11932945770
Doğan Eczanesi,39.9683742,32.7898621,11932945771
Yayla Eczanesi,39.9668324,32.7895155,11932948569
Nur Furkan Eczanesi,39.9667279,32.7888837,11932948570
Zeka Eczanesi,39.9807263,32.7252288,11934199169
Yolcu Eczanesi,39.9830555,32.7767293,11934199170
Yıldız Eczanesi,39.9787364,32.7795844,11934200669
Güven Eczanesi,39.9799412,32.7788718,11934200969
İclal Eczanesi,39.9826958,32.7769849,11934200970
Sibel Çam Eczanesi,39.9828383,32.7768609,11934200971
Mavi Gelincik Eczanesi,39.9829216,32.7768217,11934204669
Çınar Eczanesi,39.9829876,32.7767914,11934204769
Fulya Eczanesi,39.9651456,32.8890604,11936232471
Ayder Eczanesi,39.959848,32.8853422,11936240769
Büyük Ankara Eczanesi,39.9599642,32.8850442,11936241169
Yurtseven Eczanesi,39.9617709,32.8810521,11936241769
Bora İpek Eczanesi,39.8888671,32.8245247,11941201569
İbrahim Ethem Eczanesi,39.8909672,32.8191088,11941201570
Çakıl Eczanesi,39.956222,32.8702052,11944021369
Alpin Eczanesi,39.9550926,32.8654001,11944021370
Hap Şurup Eczanesi,39.9537546,32.865642,11944022969
Erkin Eczanesi,39.9556365,32.8649304,11944024969
Kerimoğlu Eczanesi,39.9557635,32.8645536,11944025469
Mevki Eczanesi,39.9527566,32.8592938,11944025470
Ömer Ersöz Eczanesi,39.952594,32.8600979,11944027169
Vitrin Eczanesi,39.8648259,32.7106121,11950002873
Yenikent Eczanesi,39.9217706,32.914217,11951434869
Nesrin Eczanesi,39.9228474,32.9178466,11951435469
Çağın Eczanesi,39.933491,32.8601279,11953126972
Üner Eczanesi,39.9340738,32.8634241,11953126973
Erdoğan Eczanesi,39.9335198,32.8601909,11953128370
29 Mayıs Eczanesi,39.9338559,32.8608849,11953128371
Umar Eczanesi,39.9341993,32.8632119,11953128372
Hacettepe Yeşil Eczanesi,39.9355077,32.8588261,11953130569
Yeni Kerem Eczanesi,39.9271078,32.857299,11964242069
Sabuncuoğlu Eczanesi,39.9263607,32.8581981,11964243469
Yeni Bayramoğlu Eczanesi,39.9266321,32.8588508,11964244069
Çağatay Eczanesi,39.8918683,32.886313,11971260670
Ataselin Eczanesi,39.8879574,32.8886993,11971260671
Lal Eczanesi,39.8916474,32.8857466,11971261969
Lavanta Eczanesi,39.9996353,32.8836075,11982519769
Aktepe Suna Eczanesi,39.9987721,32.8839676,11982519869
Şan Eczanesi,39.999092,32.8839563,11982520069
Eczanem Eczanesi,39.9992466,32.8839664,11982521569
Hatıra Eczanesi,39.9199907,32.850778,11984872969
Yağmur Eczanesi,39.919814,32.8512347,11984873169
Coşkun Eczanesi,39.9198654,32.8510782,11984873469
Kumrular Eczanesi,39.9196439,32.8515777,11984876169
Bora Eczanesi,39.9215229,32.8497128,11984876170
Karakoyunlu Eczanesi,39.9195948,32.8517516,11984877469
Yeni Yunus Emre Eczanesi,39.9216948,32.8498553,11984877470
Namık Kemal Eczanesi,39.9217825,32.8499522,11984877471
Avşaroğlu Eczanesi,39.971488,32.833623,11986906269
Muratlı Eczanesi,39.9065081,32.8640018,11989521269
Yılmaz Eczanesi,39.9068159,32.8696076,11989522969
Su Eczanesi,39.9858095,32.8755731,11993187570
Kızılpınarı Eczanesi,39.9825604,32.8749508,11993187571
Taksir Eczanesi,39.9877628,32.8756067,11993199970
Keçiören Eczanesi,39.987277,32.875113,11993200869
Yücesoy Eczanesi,39.9894689,32.8756388,11993202669
Cemile Gül Eczanesi,39.9117768,32.8715228,11998192269
Cihan Eczanesi,39.9109514,32.8709039,11998192669
Müjde Eczanesi,39.912046,32.8692815,11998192969
Seyranbağları Enes Eczanesi,39.9084236,32.8719487,11998212969
Sümerler Eczanesi,39.9147924,32.8638069,11998215169
Özge Eczanesi,39.9721006,32.8772192,12005574569
Altınpark Eczanesi,39.9704234,32.8765733,12005585669
Zek Eczanesi,39.9831784,32.6595639,12012659859
Ekici Eczane,40.0101645,32.899699,12033521992
Ünsal Eczanesi,39.898926,32.8536873,12037168469
Güvenlik Eczanesi,39.8995531,32.8533956,12037171869
Açelya Eczanesi,39.9587051,32.7553817,12039307770
Ali Fuat Eczanesi,39.9469339,32.7628483,12039311669
Çoruk Eczanesi,39.9688011,32.7879507,12045068969
Selin Aksu Eczanesi,39.8600881,32.8560279,12097641902
Cihangir Eczanesi,39.8607568,32.8571658,12097643001
Ece Yağmur Eczanesi,39.8602478,32.8562522,12097644601
Yeni Aysun Eczanesi,40.0076748,32.857688,12100319401
Frezya Eczanesi,39.9141693,32.9471976,12101945501
Doğa Eczanesi,39.9542562,32.7274524,12104663301
Nesil Eczanesi,39.9543047,32.7273018,12104664301
Dizdar Eczanesi,39.9550229,32.7297054,12104664302
Aysel Eczanesi,39.9552634,32.7299839,12104668901
Girişim Eczanesi,39.9607315,32.7248573,12104668902
Sami Yusuf Eczanesi,39.9730786,32.9026342,12109765702
Demir Eczanesi,39.9730831,32.9015447,12109770402
Doğantepe Eczanesi,39.9719966,32.9076323,12109783701
Gül Eczanesi,39.9087843,32.8646041,12149699901
Beste Eczanesi,39.9074167,32.8660533,12149701301
Bilir Eczanesi,39.9062426,32.8666328,12149701302
Gerçek Eczanesi,39.9056715,32.8677829,12149703701
Öykü Eczanesi,39.9093204,32.8639727,12149705601
Nurdan Eczanesi,39.9096661,32.86351,12149707001
Eczane Pilül,39.8745695,32.8625542,12175135801
1923 Eczanesi,39.8610564,32.7119994,12178200402
Çakmak Eczanesi,39.88848,32.8264675,12192367101
Baykal Eczanesi,39.9599,32.7925999,12365644747
Diriliş Eczanesi,39.9774765,32.829551,12378364801
Hilal Taş Eczanesi,39.9773909,32.8294388,12378372501
Bilinmeyen Pharmacy,39.9057651,32.8601138,12390208287
Eda Nisa Eczanesi,39.9178734,32.8274078,12556343767
Yeni Vatan Eczanesi,39.9661202,32.7916559,12640711069
Batıport Eczanesi,39.9634066,32.7356151,12740094919
Adalet Eczanesi,39.9577137,32.7343989,12777133688
Merkez Eryaman Eczanesi,39.987915,32.6550321,12847400464
